Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/27/2017 20:28:43,UBC student,A few times per month,Convenience,School,41,43,,City of Vancouver,Kensington-Cedar Cottage,UBC,7,7,,3,3,"6 a.m.-8 a.m., 2 p.m.-4 p.m.",3,A new Skytrain/LRT line
1/27/2017 20:32:35,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,99,14,10,City of Vancouver,Downtown,UBC,9,8,5,2,8,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,More busses
1/27/2017 20:34:47,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Already paying for compass card in tuition",Recreation/other,4,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),6,6,6,8,5,"2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/27/2017 20:35:53,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,20,Expo Line,City of Vancouver,Kensington-Cedar Cottage,UBC,5,3,3,2,2,"10 a.m.-12 p.m., 12 p.m.-2 p.m.",4,Less stops on trolleys
1/27/2017 20:37:30,UBC student,A few times per month,Convenience,"School, Recreation/other",49,41,43,City of Vancouver,Sunset,UBC,8,8,9,5,6,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 20:39:55,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Millennium Line,84,99,Burnaby,,UBC,7,7,10,1,4,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,A new Skytrain/LRT line
1/27/2017 20:42:53,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",49,41,43,City of Vancouver,Victoria-Fraserview,UBC,10,10,9,10,10,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 20:45:42,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,99,Expo Line,Surrey/Delta/Langley,,UBC,7,8,7,10,5,"10 a.m.-12 p.m., 12 p.m.-2 p.m.",2,More busses
1/27/2017 20:53:29,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",25,99,33,City of Vancouver,Dunbar,UBC,3,9,3,4,1,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",3,A new Skytrain/LRT line
1/27/2017 20:56:16,UBC student,Twice per day,I don't have a car,"School, Work",16,99,41,City of Vancouver,Arbutus,UBC,6,8,5,9,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/27/2017 20:56:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Upass","School, Work, Recreation/other",25,Expo Line,Canada Line,City of Vancouver,Renfrew-Collingwood,UBC,6,6,6,2,1,8 a.m.-10 a.m.,4,It's perfect as is
1/27/2017 20:57:41,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Work,49,99,14,City of Vancouver,UBC,City of Vancouver (outside UBC),2,5,2,5,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/27/2017 21:04:42,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Evergreen Line,Millennium Line,44,Coquitlam,,UBC,4,4,4,6,1,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",3,More busses
1/27/2017 21:05:23,UBC student,A few times per week,Convenience,"School, Work, Recreation/other",25,33,99,City of Vancouver,Point Grey,UBC,8,6,4,5,9,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/27/2017 21:11:44,UBC student,Twice per day,Convenience,"School, Recreation/other",99,Millennium Line,,City of Vancouver,UBC,City of Vancouver (outside UBC),7,4,4,5,3,8 p.m.-10 p.m.,5,A new Skytrain/LRT line
1/27/2017 21:12:53,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,41,49,99,City of Vancouver,UBC,City of Vancouver (outside UBC),4,4,6,5,1,4 p.m.-6 p.m.,3,"Better drivers, A new Skytrain/LRT line"
1/27/2017 21:14:12,UBC faculty/staff member,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","Work, Recreation/other",480,Canada Line,49,Richmond,,UBC,10,8,7,5,5,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, A new Skytrain/LRT line"
1/27/2017 21:15:40,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",14,Millennium Line,Expo Line,City of Vancouver,Hastings-Sunrise,City of Vancouver (outside UBC),5,5,9,6,3,"6 a.m.-8 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 21:16:14,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Expo Line,99,Millennium Line,New Westminster,,UBC,8,9,8,3,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/27/2017 21:17:09,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Can't drive","School, Work, Recreation/other",Millennium Line,84,99,Burnaby,,UBC,7,8,8,4,1,6 a.m.-8 a.m.,3,More busses
1/27/2017 21:19:46,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Canada Line,49,,Richmond,,Richmond,5,7,,3,2,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/27/2017 21:27:35,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",44,4,14,North or West Vancouver,,UBC,10,8,8,6,5,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 8 p.m.-10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/27/2017 21:28:21,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,84,99,Canada Line,City of Vancouver,Fairview,UBC,8,5,4,7,5,"10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, A new Skytrain/LRT line"
1/27/2017 21:29:42,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,Millennium Line,Expo Line,Burnaby,,UBC,9,6,6,5,7,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, A new Skytrain/LRT line"
1/27/2017 21:32:00,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",49,41,20,City of Vancouver,Victoria-Fraserview,UBC,9,6,1,7,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",2,"More busses, Better drivers"
1/27/2017 21:46:02,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,99,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),7,9,6,6,3,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/27/2017 21:46:33,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,4,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),4,5,5,5,4,"6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/27/2017 21:53:04,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,99,Expo Line,Millennium Line,Burnaby,,UBC,7,8,4,1,1,6 a.m.-8 a.m.,2,A new Skytrain/LRT line
1/27/2017 21:53:13,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",49,Canada Line,Millennium Line,City of Vancouver,Oakridge,UBC,9,6,5,4,3,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, Better drivers"
1/27/2017 21:55:28,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",West Coast Express,Millennium Line,Canada Line,Elsewhere in the Lower Mainland,,UBC,1,5,8,2,2,"6 a.m.-8 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/27/2017 21:56:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,Expo Line,West Coast Express,Richmond,,UBC,4,6,5,4,5,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/27/2017 21:57:39,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,7,84,City of Vancouver,Dunbar,UBC,6,1,6,6,10,8 a.m.-10 a.m.,4,"More busses, A new Skytrain/LRT line"
1/27/2017 22:05:21,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",480,Canada Line,99,Richmond,,UBC,8,4,6,3,2,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/27/2017 22:09:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,4,C20,UBC,UBC,North or West Vancouver,8,7,,9,3,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,A new Skytrain/LRT line
1/27/2017 22:13:01,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,480,49,17,City of Vancouver,Marpole,UBC,9,8,2,5,8,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/27/2017 22:17:14,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",Expo Line,99,Millennium Line,Surrey/Delta/Langley,,UBC,8,3,6,1,7,8 a.m.-10 a.m.,4,"More busses, A new Skytrain/LRT line"
1/27/2017 22:26:16,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), No license","School, Work, Recreation/other",Millennium Line,Expo Line,84,Coquitlam,,UBC,7,7,8,5,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 22:28:00,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,99,Expo Line,Canada Line,City of Vancouver,Granview-Woodland,UBC,5,5,5,1,2,"8 a.m.-10 a.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/27/2017 22:31:32,UBC student,Multiple times per day,Convenience,School,C20,99,C18,City of Vancouver,UBC,UBC,1,7,1,3,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 22:32:59,UBC student,Twice per day,Convenience,"School, Recreation/other",25,Expo Line,Millennium Line,Burnaby,,UBC,1,5,5,5,1,8 a.m.-10 a.m.,3,More busses
1/27/2017 22:39:13,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",14,99,41,City of Vancouver,Kitsilano,UBC,3,7,5,6,3,8 a.m.-10 a.m.,4,More busses
1/27/2017 22:41:54,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Canada Line,480,41,Richmond,,UBC,7,5,9,5,5,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 6 p.m.-8 p.m.",3,More busses
1/27/2017 22:42:35,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",49,Millennium Line,99,City of Vancouver,Oakridge,UBC,5,3,8,2,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,It's perfect as is
1/27/2017 22:42:43,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,49,Canada Line,Surrey/Delta/Langley,,UBC,8,9,8,5,2,8 a.m.-10 a.m.,1,A new Skytrain/LRT line
1/27/2017 22:47:47,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,84,8,City of Vancouver,Mount Pleasant,UBC,8,7,4,2,5,6 a.m.-8 a.m.,5,More busses
1/27/2017 22:49:47,UBC faculty/staff member,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","Work, Recreation/other",258,4,14,North or West Vancouver,,UBC,8,5,5,10,5,6 a.m.-8 a.m.,1,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 22:52:50,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,Canada Line,Expo Line,City of Vancouver,Victoria-Fraserview,UBC,5,3,3,7,5,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/27/2017 22:54:56,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,25,Millennium Line,City of Vancouver,Renfrew-Collingwood,UBC,8,8,7,7,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 8 p.m.-10 p.m.",3,infrastructure is shit. roads aren't great. speedy 99 drivers = constantly jumping outa seat
1/27/2017 22:59:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,,,City of Vancouver,,UBC,9,,,2,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 8 p.m.-10 p.m.",4,A new Skytrain/LRT line
1/27/2017 23:07:59,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, U-Pass and being able to sleep/read on the bus","School, Recreation/other",480,10,49,City of Vancouver,Marpole,UBC,8,1,4,3,8,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, Bigger busses"
1/27/2017 23:08:59,UBC student,Twice per day,Convenience,"School, Recreation/other",99,Canada Line,41,Surrey/Delta/Langley,UBC,City of Vancouver (outside UBC),2,3,8,10,4,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/27/2017 23:13:34,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,41,480,City of Vancouver,Dunbar,UBC,5,8,4,7,5,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",2,More busses
1/27/2017 23:16:57,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",84,Millennium Line,Expo Line,Burnaby,,UBC,7,7,7,7,4,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, A new Skytrain/LRT line, Skytrain to UBC"
1/27/2017 23:22:03,UBC student,Twice per day,Convenience,School,49,Canada Line,99,City of Vancouver,Oakridge,UBC,7,6,7,9,8,8 a.m.-10 a.m.,3,"More busses, Be on time "
1/27/2017 23:27:19,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",480,Canada Line,99,Richmond,,UBC,7,7,9,5,4,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/27/2017 23:28:35,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,49,Canada Line,Richmond,,UBC,5,4,8,5,2,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",2,More busses
1/27/2017 23:38:21,UBC faculty/staff member,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",99,84,9,City of Vancouver,Mount Pleasant,UBC,9,9,7,4,8,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",2,"More busses, A new Skytrain/LRT line"
1/27/2017 23:39:58,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,44,84,City of Vancouver,UBC,City of Vancouver (outside UBC),5,5,6,3,3,10 a.m.-12 p.m.,3,"More busses, Better drivers"
1/27/2017 23:49:43,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,480,,City of Vancouver,Oakridge,UBC,8,8,,10,5,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,More busses
1/28/2017 0:05:15,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",4,99,14,City of Vancouver,Point Grey,UBC,7,6,6,3,3,"8 a.m.-10 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,A new Skytrain/LRT line
1/28/2017 0:05:22,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",258,44,Seabus,North or West Vancouver,,UBC,7,8,5,10,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 0:26:43,UBC student,A few times per week,Convenience,"School, Work, Recreation/other",Canada Line,49,44,Richmond,,City of Vancouver (outside UBC),5,7,3,5,2,10 a.m.-12 p.m.,4,"A new Skytrain/LRT line, Faster, more sensitive gates at the Canada Line"
1/28/2017 0:26:55,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",480,Canada Line,44,Surrey/Delta/Langley,,UBC,1,9,5,2,1,6 a.m.-8 a.m.,2,"More busses, Better drivers"
1/28/2017 0:28:11,UBC student,A few times per week,Convenience,School,84,Millennium Line,,Burnaby,,UBC,8,7,,1,1,"10 a.m.-12 p.m., 6 p.m.-8 p.m.",5,"More busses, A new Skytrain/LRT line"
1/28/2017 0:51:36,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Canada Line,99,480,Richmond,,UBC,5,7,5,4,3,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 0:54:41,UBC student,Once per week,Convenience,"School, Work",Expo Line,99,41,Burnaby,,UBC,10,10,10,8,9,"6 a.m.-8 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 0:55:08,UBC student,Twice per day,Convenience,School,41,C18,C20,City of Vancouver,UBC,UBC,8,3,3,1,8,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 0:56:39,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",480,Canada Line,49,Richmond,,UBC,7,5,7,5,5,6 a.m.-8 a.m.,4,More busses
1/28/2017 1:20:28,UBC student,Twice per day,U-pass,"School, Work",Millennium Line,84,99,Burnaby,,City of Vancouver (outside UBC),8,1,3,1,1,8 a.m.-10 a.m.,4,More busses
1/28/2017 1:35:51,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",25,Canada Line,22,City of Vancouver,Kensington-Cedar Cottage,UBC,9,8,2,5,8,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m.",3,More busses
1/28/2017 1:44:26,UBC student,Twice per day,Convenience,"School, Recreation/other",49,Canada Line,99,Richmond,,UBC,6,7,3,8,1,8 a.m.-10 a.m.,3,A new Skytrain/LRT line
1/28/2017 1:53:00,UBC student,A few times per month,Convenience,School,258,44,4,North or West Vancouver,,North or West Vancouver,2,4,2,3,1,"2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 1:55:52,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Millennium Line,99,Expo Line,Burnaby,,UBC,6,7,7,7,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 2:47:07,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",25,Canada Line,43,City of Vancouver,Kensington-Cedar Cottage,UBC,9,8,4,5,5,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/28/2017 3:04:32,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,33,7,City of Vancouver,Dunbar,UBC,9,9,2,5,9,10 a.m.-12 p.m.,2,less humans
1/28/2017 4:38:36,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,Canada Line,84,City of Vancouver,Fairview,UBC,8,5,4,7,8,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, A new Skytrain/LRT line"
1/28/2017 8:12:06,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,Canada Line,City of Vancouver,Point Grey,UBC,10,7,3,7,10,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/28/2017 8:34:59,UBC faculty/staff member,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",84,44,99,City of Vancouver,Kitsilano,UBC,10,10,8,10,10,8 a.m.-10 a.m.,1,"A new Skytrain/LRT line, Better scheduling. I don't think Translink understands that there is software that can map out the most efficient schedules. Also, all-door boarding on all buses. "
1/28/2017 8:40:39,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,41,43,City of Vancouver,Dunbar,UBC,10,9,9,7,7,"8 a.m.-10 a.m., 8 p.m.-10 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/28/2017 9:00:47,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",84,44,4,City of Vancouver,Kitsilano,UBC,8,10,5,3,5,"8 a.m.-10 a.m., 2 p.m.-4 p.m.",3,A new Skytrain/LRT line
1/28/2017 9:15:11,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,99,Expo Line,City of Vancouver,Kensington-Cedar Cottage,UBC,2,4,1,1,1,8 a.m.-10 a.m.,5,"More busses, Better drivers, A new Skytrain/LRT line"
1/28/2017 9:18:00,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,Canada Line,84,City of Vancouver,UBC,City of Vancouver (outside UBC),9,3,8,9,9,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/28/2017 9:29:08,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,14,4,City of Vancouver,UBC,City of Vancouver (outside UBC),6,8,8,6,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/28/2017 9:32:26,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",480,41,10,City of Vancouver,Marpole,UBC,9,7,4,2,8,"8 a.m.-10 a.m., 12 p.m.-2 p.m.",4,More busses
1/28/2017 9:37:44,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",17,43,41,City of Vancouver,Marpole,UBC,6,8,6,6,1,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",2,"More busses, I get really mad when the first bus is early, and the next bus is late. Sometimes I have to wait 20-30 minutes for the 17 going south because of this! Enraging..."
1/28/2017 10:04:42,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,49,,,Burnaby,,UBC,10,,,8,7,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m.",4,More busses
1/28/2017 10:20:55,Student elsewhere,Once per week,Convenience,Recreation/other,Millennium Line,Expo Line,,Surrey/Delta/Langley,,City of Vancouver (outside UBC),4,4,,4,3,8 a.m.-10 a.m.,4,A new Skytrain/LRT line
1/28/2017 10:52:04,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, in tuition ","School, Recreation/other",99,4,14,City of Vancouver,UBC,City of Vancouver (outside UBC),8,7,8,4,6,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,Better drivers
